index,type,time_ago,title,link
973,Scorecards,2 months ago,Official Scorecards | UFC Atlanta,https://www.ufc.com/news/official-judges-scorecards-ufc-fight-night-usman-vs-buckley-ufc-tonight-atlanta
974,Interviews,2 months ago,Rose Namajunas Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148690
975,Press Conference,2 months ago,Post-Fight Press Conference | UFC Atlanta,https://www.ufc.com/video/148735
976,Interviews,2 months ago,Rose Namajunas Octagon Interview | UFC Atlanta,https://www.ufc.com/video/148700
977,Interviews,2 months ago,Edmen Shahbazyan Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148691
978,Interviews,2 months ago,Malcolm Wellmaker Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148687
979,Interviews,2 months ago,Mansur Abdul-Malik Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148696
980,Interviews,2 months ago,Raoni Barcelos Octagon Interview | UFC Atlanta,https://www.ufc.com/video/148702
981,Interviews,2 months ago,Alonzo Menifield Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148698
982,Results,2 months ago,Prelim Results | UFC Atlanta,https://www.ufc.com/news/prelim-results-highlights-winner-interviews-ufc-fight-night-usman-vs-buckley-ufc-tonight-atlanta
983,Interviews,2 months ago,Michael Chiesa Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148688
984,Highlights,2 months ago,Bantamweight Malcolm Wellmaker KOs Kris Moutinho In…,https://www.ufc.com/video/148731
985,Interviews,2 months ago,Jose Ochoa Octagon Interview | UFC Atlanta,https://www.ufc.com/video/148729
986,Highlights,2 months ago,Jose Ochoa Lands KO Victory Over Cody Durden | UFC…,https://www.ufc.com/video/148730
987,Interviews,2 months ago,Ricky Simon Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148684
988,Highlights,2 months ago,Phil Rowe Gets TKO Win Over Ange Loosa | UFC Atlanta,https://www.ufc.com/video/148728
989,Interviews,2 months ago,Phil Rowe Octagon Interview | UFC Atlanta,https://www.ufc.com/video/148727
990,Interviews,2 months ago,Jamey-Lyn Horth Post-Fight Interview | UFC Atlanta,https://www.ufc.com/video/148681
991,Interviews,2 months ago,Mansur Abdul-Malik Octagon Interview | UFC Atlanta,https://www.ufc.com/video/148703
992,Weigh-in,2 months ago,Faceoffs | UFC Atlanta,https://www.ufc.com/video/148720
993,Weigh-in,2 months ago,Ceremonial Weigh-Ins | UFC Atlanta,https://www.ufc.com/video/148634
994,Athletes,2 months ago,RAONI BARCELOS EYEING ANOTHER BIG WIN,https://www.ufc.com/news/raoni-barcelos-eyeing-another-big-win-ufc-atlanta
995,Athletes,2 months ago,Mansur Abdul-Malik | Smooth Operator,https://www.ufc.com/news/mansur-abdul-malik-smooth-operator-ufc-atlanta
996,Athletes,2 months ago,Edmen Shahbazyan Eager To Shine Brighter Than Ever,https://www.ufc.com/news/edmen-shahbazyan-eager-to-shine-brighter-than-ever-ufc-atlanta
997,Weigh-in,2 months ago,Weigh-In Highlights | UFC Atlanta,https://www.ufc.com/video/148678
998,Weigh-in,2 months ago,Weigh-In Results | UFC Atlanta,https://www.ufc.com/news/official-weigh-in-results-ufc-atlanta-usman-buckley
999,Results,2 months ago,Main Card Results | UFC Atlanta,https://www.ufc.com/news/main-card-results-highlights-winner-interviews-ufc-fight-night-usman-vs-buckley-ufc-tonight-atlanta
1000,UFC Unfiltered,2 months ago,"UFC Unfiltered | Joaquin Buckley, Paul Craig, Guest…",https://www.ufc.com/video/148676
1001,Athletes,2 months ago,Cody Garbrandt Trusted The Process,https://www.ufc.com/news/cody-garbrandt-trusted-the-process-ufc-atlanta
1002,Athletes,2 months ago,Kamaru Usman | Be Careful What You Wish For,https://www.ufc.com/news/kamaru-usman-be-careful-what-you-wish-ufc-atlanta
1003,Athletes,2 months ago,Rose Namajunas Is Still Improving Every Day,https://www.ufc.com/news/rose-namajunas-is-still-improving-every-day-ufc-atlanta
1004,Athletes,2 months ago,Miranda Maverick | Cleared For Take-Off,https://www.ufc.com/news/miranda-maverick-cleared-for-take-off-ufc-atlanta
1005,Athletes,2 months ago,Cody Brundage | Enjoying The Process,https://www.ufc.com/news/cody-brundage-enjoying-process-ufc-atlanta
1006,Athletes,2 months ago,Malcolm Wellmaker Is Here To Stay,https://www.ufc.com/news/malcolm-wellmaker-is-here-to-stay-ufc-atlanta
1007,Athletes,3 months ago,Jamey-Lyn Horth Seeks Redemption,https://www.ufc.com/news/jamey-lyn-horth-seeks-redemption-ufc-atlanta
1008,Athletes,2 months ago,COURT MCGEE | RETURN OF THE CRUSHER,https://www.ufc.com/news/court-mcgee-return-crusher-ufc-atlanta
1009,Fight Coverage,3 months ago,Main Event Preview | UFC Atlanta,https://www.ufc.com/video/148649
1010,Athletes,3 months ago,Joaquin Buckley: St. Louis Born And Bred | UFC…,https://www.ufc.com/video/148648
1011,Athletes,3 months ago,Kamaru Usman | Don’t Count Him Out,https://www.ufc.com/news/kamaru-usman-dont-count-him-out-ufc-atlanta
1012,Athletes,3 months ago,Joaquin Buckley Win Streak Has Him Close To Title…,https://www.ufc.com/news/joaquin-buckley-win-streak-has-him-close-title-contention
1013,Interviews,3 months ago,Mansur Abdul-Malik Fight Week Interview | UFC…,https://www.ufc.com/video/148644
1014,The Ultimate Fighter,3 months ago,Imanol Rodriguez Post-Fight Interview | The Ultimate…,https://www.ufc.com/video/148639
1015,Interviews,3 months ago,Edmen Shahbazyan Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148638
1016,The Ultimate Fighter,3 months ago,Daniel Cormier Reacts To Imanol Rodriguez's Win |…,https://www.ufc.com/video/148640
1017,The Ultimate Fighter,3 months ago,Chael Sonnen Reacts To Imanol Rodriguez's Win | The…,https://www.ufc.com/video/148641
1018,Athletes,3 months ago,Michael Chiesa | A Life Forged By The Ultimate…,https://www.ufc.com/news/michael-chiesa-life-forged-ultimate-fighter-ufc-atlanta
1019,Highlights,3 months ago,Last Time In Atlanta,https://www.ufc.com/news/last-time-in-atlanta-ufc-236
1020,Athletes,3 months ago,Joaquin Buckley | ‘This Is My Chapter’,https://www.ufc.com/news/joaquin-buckley-my-chapter-ufc-atlanta
1021,The Ultimate Fighter,3 months ago,Episode 3 Recap | The Ultimate Fighter Season 33,https://www.ufc.com/news/episode-3-recap-ultimate-fighter-season-33
1022,Interviews,3 months ago,Andre Petroski Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148632
1023,Announcements,3 months ago,CANELO ÁLVAREZ TO FACE TERENCE CRAWFORD IN…,https://www.ufc.com/news/canelo-alvarez-face-terence-crawford-blockbuster-riyadh-season-showdown-saturday-september-13
1024,UFC Store,3 months ago,Kamaru Usman Collection Now Available at UFC Store,https://www.ufc.com/news/kamaru-usman-collection-now-available-ufc-store
1025,Announcements,3 months ago,UFC And Sports &amp; Wellbeing Analytics Announce…,https://www.ufc.com/news/ufc-and-sports-wellbeing-analytics-announce-collaboration-enhance-fighter-safety-combat-sports
1026,Athletes,3 months ago,Where We Stand: Bantamweight Division | June 2025,https://www.ufc.com/news/where-we-stand-bantamweight-division
1027,Athletes,3 months ago,Mansur Abdul-Malik | DWCS Grad Showcase,https://www.ufc.com/news/mansur-abdul-malik-dana-whites-contender-series-grad-showcase-ufc-atlanta
1028,Free Fight,3 months ago,Full Fight | Joaquin Buckley vs Colby Covington,https://www.ufc.com/video/148622
1029,Free Fight,3 months ago,Full Fight | Kamaru Usman vs Jorge Masvidal 2,https://www.ufc.com/video/148620
1030,UFC Unfiltered,3 months ago,"UFC Unfiltered | Recapping UFC 316 With Bas Rutten,…",https://www.ufc.com/video/148624
1031,Athletes,3 months ago,Where We Stand: Women's Bantamweight Division | June…,https://www.ufc.com/news/where-we-stand-womens-bantamweight-division
1032,Interviews,3 months ago,Kamaru Usman Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148619
1033,Announcements,3 months ago,Updates To UFC Atlanta,https://www.ufc.com/news/updates-ufc-atlanta
1034,Athletes,3 months ago,Rodolfo Bellato Aiming For A Perfect Peformance,https://www.ufc.com/news/rodolfo-bellato-aiming-perfect-peformance-ufc-vegas-106
1035,Interviews,3 months ago,Michael Chiesa Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148612
1036,Fight Coverage,3 months ago,Matchup Spotlight | Namajunas vs Maverick,https://www.ufc.com/news/matchup-spotlight-namajunas-vs-maverick-ufc-atlanta
1037,International Fight Week,3 months ago,13th Annual UFC International Fight Week Headlined…,https://www.ufc.com/news/13th-annual-ufc-international-fight-week-headlined-ufc-317-topuria-vs-oliveira-june-28
1038,Interviews,3 months ago,Cody Garbrandt Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148611
1039,Interviews,3 months ago,Miranda Maverick Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148605
1040,Athletes,3 months ago,Fighters on the Rise | UFC Atlanta,https://www.ufc.com/news/fighters-on-the-rise-ufc-atlanta-abdul-malik-sy-wellmaker
1041,Interviews,3 months ago,Joaquin Buckley Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148608
1042,Interviews,3 months ago,Rose Namajunas Fight Week Interview | UFC Atlanta,https://www.ufc.com/video/148602
1043,Athletes,3 months ago,Paul Craig | Back With A Vengeance,https://www.ufc.com/news/paul-craig-back-with-a-vengeance-ufc-fight-night-burns-vs-morales
1044,Fight Coverage,3 months ago,Fight By Fight Preview | UFC Atlanta,https://www.ufc.com/news/fight-fight-preview-ufc-atlanta-usman-vs-buckley
1045,Fight Coverage,3 months ago,The Bigger Picture | UFC 316: Dvalishvili vs O…,https://www.ufc.com/news/bigger-picture-ufc-316
1046,Highlights,3 months ago,Rose Namajunas | Best Moments,https://www.ufc.com/video/119786
1047,UFC BJJ,3 months ago,UFC BJJ: Road to the Title | Episode 1,https://www.ufc.com/video/148588
1048,Press Conference,3 months ago,Dana White Post-Fight Press Conference | UFC 316,https://www.ufc.com/video/148577
1049,Press Conference,3 months ago,Merab Dvalishvili Post-Fight Press Conference | UFC…,https://www.ufc.com/video/148578
1050,Press Conference,3 months ago,Kayla Harrison Post-Fight Press Conference | UFC 316,https://www.ufc.com/video/148579
1051,Press Conference,3 months ago,Post-Fight Press Conference | UFC 316: Dvalishvili…,https://www.ufc.com/video/148572
1052,Results,3 months ago,Main Card Results | UFC 316: Dvalishvili vs O'Malley…,https://www.ufc.com/news/main-card-results-highlights-winner-interviews-ufc-316-dvalishvili-vs-omalley-2-newark
1053,Interviews,3 months ago,Merab Dvalishvili Post-Fight Interview | UFC 316,https://www.ufc.com/video/148571
1054,Interviews,3 months ago,Merab Dvalishvili Octagon Interview | UFC 316,https://www.ufc.com/video/148569
1055,Interviews,3 months ago,Kayla Harrison Post-Fight Interview | UFC 316,https://www.ufc.com/video/148565
1056,Highlights,3 months ago,Kayla Harrison Submits Julianna Peña To Win…,https://www.ufc.com/video/148564
1057,Interviews,3 months ago,Kayla Harrison Octagon Interview | UFC 316,https://www.ufc.com/video/148561
1058,Interviews,3 months ago,Joe Pyfer Post-Fight Interview | UFC 316,https://www.ufc.com/video/148560
1059,Scorecards,3 months ago,Official Scorecards | UFC 316: Dvalishvili vs O…,https://www.ufc.com/news/official-judges-scorecards-ufc-316-dvalishvili-vs-omalley-2-newark
1060,Interviews,3 months ago,Joe Pyfer Octagon Interview | UFC 316,https://www.ufc.com/video/148558
1061,Interviews,3 months ago,Mario Bautista Post-Fight Interview | UFC 316,https://www.ufc.com/video/148554
1062,Announcements,3 months ago,The Octagon Returns To Vancouver For Thrilling UFC…,https://www.ufc.com/news/the-octagon-returns-to-vancouver-for-thrilling-fight-night-event
1063,Interviews,3 months ago,Kevin Holland Post-Fight Interview | UFC 316,https://www.ufc.com/video/148550
1064,Hall Of Fame,3 months ago,MARK KERR NAMED TO UFC HALL OF FAME CLASS OF 2025,https://www.ufc.com/news/mark-kerr-named-ufc-hall-fame-class-2025
1065,Hall Of Fame,3 months ago,"Mark Kerr Named To UFC Hall Of Fame, Class Of 2025",https://www.ufc.com/video/148546
1066,Interviews,3 months ago,Joshua Van Post-Fight Interview | UFC 316,https://www.ufc.com/video/148545
1067,Results,3 months ago,Prelim Results | UFC 316: Dvalishvili vs O'Malley 2,https://www.ufc.com/news/prelim-results-highlights-winner-interviews-ufc-316-dvalishvili-vs-omalley-2-newark
1068,Interviews,3 months ago,Azamat Murzakanov Post-Fight Interview | UFC 316,https://www.ufc.com/video/148544
1069,Interviews,3 months ago,Waldo Cortes Acosta Post-Fight Interview | UFC 316,https://www.ufc.com/video/148543
1070,Interviews,3 months ago,Andreas Gustafsson Post-Fight Interview | UFC 316,https://www.ufc.com/video/148542
1071,Interviews,3 months ago,Wang Cong Post-Fight Interview | UFC 316,https://www.ufc.com/video/148541
1072,Interviews,3 months ago,JooSang Yoo Post-Fight Interview | UFC 316,https://www.ufc.com/video/148540
1073,Interviews,3 months ago,Quillan Salkilld Post-Fight Interview | UFC 316,https://www.ufc.com/video/148539
1074,Interviews,3 months ago,Marquel Mederos Post-Fight Interview | UFC 316,https://www.ufc.com/video/148538
1075,Embedded,3 months ago,UFC 316 Embedded | Episode 6,https://www.ufc.com/video/148532
1076,Athletes,3 months ago,Mario Bautista Sticks To His Guns,https://www.ufc.com/news/mario-bautista-sticks-guns-ufc-316-dvalishvili-vs-omalley-2
1077,Athletes,3 months ago,Khaos Williams Has A Statement To Make,https://www.ufc.com/news/khaos-williams-has-statement-make-ufc-316-newark
1078,Fight Coverage,3 months ago,Faceoffs | UFC 316: Dvalishvili vs O'Malley 2,https://www.ufc.com/video/148529
1079,Special Feature,3 months ago,"""Jersey Tough"" | UFC 316: Dvalishvili vs O'Malley 2",https://www.ufc.com/video/148527
1080,Interviews,3 months ago,Patchy Mix Talks With Heidi Androl | UFC 316,https://www.ufc.com/video/148525
1081,Interviews,3 months ago,Julianna Peña Talks With Heidi Androl | UFC 316,https://www.ufc.com/video/148524
1082,Interviews,3 months ago,Sean O'Malley Talks With Heidi Androl | UFC 316,https://www.ufc.com/video/148523
1083,Interviews,3 months ago,Merab Dvalishvili Talks With Heidi Androl | UFC 316,https://www.ufc.com/video/148522
1084,UFC BJJ,3 months ago,UFC BJJ Road To The Title | Promo,https://www.ufc.com/video/148519
1085,Weigh-in,3 months ago,Ceremonial Weigh-Ins | UFC 316: Dvalishvili vs O…,https://www.ufc.com/video/148461
1086,Athletes,3 months ago,Jeka Saragih Is Embracing The Grind,https://www.ufc.com/news/jeka-saragih-embracing-grind
1087,Embedded,3 months ago,UFC 316 Embedded | Episode 5,https://www.ufc.com/video/148512
1088,Weigh-in,3 months ago,Weigh-In Highlights | UFC 316: Dvalishvili vs O…,https://www.ufc.com/video/148511
1089,Athletes,3 months ago,Quillan Salkilld | Hungry To Build On Memorable Debut,https://www.ufc.com/news/quillan-salkilld-hungry-build-memorable-debut
1090,Announcements,3 months ago,"UFC Announces Launch UFC Brazilian Jiu-Jitsu, World…",https://www.ufc.com/news/ufc-announces-launch-ufc-brazilian-jiu-jitsu-worlds-new-premier-brazilian-jiu-jitsu-live-event
1091,UFC BJJ,3 months ago,UFC BJJ Road To The Title | Premieres June 16,https://www.ufc.com/video/148506
1092,Weigh-in,3 months ago,Live Weigh-In Show | UFC 316: Dvalishvili vs O…,https://www.ufc.com/video/148452
1093,Press Conference,3 months ago,Press Conference Highlights | UFC 316: Dvalishvili…,https://www.ufc.com/video/148497
1094,Athletes,3 months ago,SEAN O’MALLEY | FULL CIRCLE IN NEWARK,https://www.ufc.com/news/sean-omalley-full-circle-newark-ufc-316-newark
1095,UFC Unfiltered,3 months ago,"UFC Unfiltered | Joshua Van, Khaos Williams, UFC 316…",https://www.ufc.com/video/148494
1096,Athletes,3 months ago,Kayla Harrison: 'Can't Ignore Me',https://www.ufc.com/news/kayla-harrison-cant-ignore-me-ufc-316-newark
1097,Press Conference,3 months ago,Pre-Fight Press Conference | UFC 316: Dvalishvili vs…,https://www.ufc.com/video/148458
1098,Athletes,3 months ago,Vicente Luque Channels Vintage Form In Pursuit Of…,https://www.ufc.com/news/vicente-luque-channels-vintage-form-ufc-316
1099,Fight Coverage,3 months ago,History Of Title Fights In Newark,https://www.ufc.com/news/history-of-title-fights-in-newark-jon-jones-aldo-gsp-sterling-makhachev
1100,Athletes,3 months ago,Kelvin Gastelum | Bringing A Different Punch,https://www.ufc.com/news/kelvin-gastelum-bringing-different-punch-ufc-316-newark
1101,Athletes,3 months ago,‘Patchy Mix 2.0’ Is Here To Take Over,https://www.ufc.com/news/patchy-mix-20-here-take-over-ufc-316-dvalishvili-vs-omalley-2
1102,Athletes,3 months ago,Joe Pyfer Can’t Wait To Test Gastelum’s Chin,https://www.ufc.com/news/joe-pyfer-cant-wait-test-gastelums-chin
1103,Embedded,3 months ago,UFC 316 Embedded | Episode 4,https://www.ufc.com/video/148484
1104,Athletes,3 months ago,Merab Dvalishvili | Ready For The Rematch,https://www.ufc.com/news/merab-dvalishvili-ready-for-the-rematch-ufc-316-newark
1105,Athletes,3 months ago,Merab Dvalishvili | The Character,https://www.ufc.com/news/merab-dvalishvili-character-bantamweight-ufc-316
1106,Athletes,3 months ago,Significant Stats | UFC 316: Dvalishvili vs O’Malley…,https://www.ufc.com/news/significant-stats-ufc-316-dvalishvili-vs-omalley-2
1107,Fight Coverage,3 months ago,Cold Open | UFC 316: Dvalishvili vs O'Malley 2,https://www.ufc.com/video/148475
1108,Athletes,3 months ago,Julianna Peña | Built Through Adversity,https://www.ufc.com/news/julianna-pena-ready-adversity-ufc-316
1109,Betting,3 months ago,UFC 316 Best Bets | DraftKings Sportsbook,https://www.ufc.com/news/ufc-316-best-bets-draftkings-sportsbook
1110,Interviews,3 months ago,Kelvin Gastelum Fight Week Interview | UFC 316,https://www.ufc.com/video/148470
1111,Interviews,3 months ago,Quillan Salkilld Fight Week Interview | UFC 316,https://www.ufc.com/video/148466
1112,Interviews,3 months ago,Jeka Saragih Fight Week Interview | UFC 316,https://www.ufc.com/video/148465
